Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
110090,127120,Once a week,Before exercise,To combat fatigue,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,Above 150,Online retailers,Sports/exercise
110091,127121,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Effective,No,3,Health concerns,Bepsi,Other,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,No,50-99,Local stores,Social outings/parties
110092,127122,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,1,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
110093,127123,Daily,For mental alertness,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Unfamiliar with the brand,Others,Brand reputation,Wider range of flavors,Vitamins,No,Yes,Other,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Social outings/parties
110094,127124,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,5,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Studying/working late
110095,127125,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,5,Unfamiliar with the brand,Others,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Sports/exercise
110096,127126,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Not sure,No,5,Not interested in energy drinks,Others,Brand reputation,Other,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
110097,127127,2-3 times a week,Before exercise,Other,No,Neutral,Effective,Yes,3,Unfamiliar with the brand,Sky 9,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,50-99,Local stores,Studying/working late
110098,127128,Rarely,Before exercise,Other,Yes,Neutral,Healthy,Yes,4,Other,Gangster,Brand reputation,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
110099,127129,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,No,4,Not available locally,Sky 9,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Other,No,50-99,Supermarkets,Studying/working late
110100,127130,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Dangerous,No,3,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Caffeine,No,No,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
110101,127131,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,3,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Vitamins,Yes,No,Outdoor billboards,Other,Yes,Above 150,Supermarkets,Studying/working late
110102,127132,Once a week,Throughout the day,Increased energy and focus,Yes,Positive,Not sure,Yes,3,Not available locally,CodeX,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Eco-friendly design,Not Sure,Above 150,Supermarkets,Sports/exercise
110103,127133,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Healthy,Yes,1,Health concerns,Gangster,Brand reputation,More natural ingredients,Vitamins,No,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
110104,127134,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Negative,Dangerous,Yes,4,Not interested in energy drinks,Gangster,Availability,Reduced sugar content,Guarana,No,Yes,TV commercials,Eco-friendly design,Not Sure,100-150,Supermarkets,Studying/working late
110105,127135,Once a week,Throughout the day,To boost performance,Yes,Negative,Not sure,No,2,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
110106,127136,Once a week,For mental alertness,To boost performance,No,Negative,Dangerous,No,5,Unfamiliar with the brand,Bepsi,Brand reputation,Other,Guarana,Yes,No,Online ads,Other,No,Below 50,Supermarkets,Driving/commuting
110107,127137,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,Yes,3,Other,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Social outings/parties
110108,127138,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Vitamins,No,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Online retailers,Studying/working late
110109,127139,Once a week,For mental alertness,To enhance sports performance,No,Positive,Dangerous,Yes,5,Health concerns,Cola-Coka,Availability,Reduced sugar content,Vitamins,Yes,No,Outdoor billboards,Compact and portable cans,No,50-99,Online retailers,Studying/working late
110110,127140,Daily,Before exercise,To combat fatigue,No,Positive,Effective,No,5,Health concerns,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,50-99,Local stores,Other
110111,127141,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,Yes,3,Unfamiliar with the brand,Others,Brand reputation,Healthier alternatives,Caffeine,No,No,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Sports/exercise
110112,127142,Daily,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,5,Health concerns,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,Other,Other,No,Above 150,Online retailers,Sports/exercise
110113,127143,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,Outdoor billboards,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
110114,127144,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Healthy,Yes,1,Not interested in energy drinks,Gangster,Taste/flavor preference,Healthier alternatives,Guarana,No,Not Sure,Outdoor billboards,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
110115,127145,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,2,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,TV commercials,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Other
110116,127146,Rarely,For mental alertness,To boost performance,Yes,Positive,Not sure,Yes,4,Other,CodeX,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Local stores,Other
110117,127147,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Health concerns,Cola-Coka,Availability,Other,Caffeine,No,Not Sure,Online ads,Collectible packaging,No,100-150,Online retailers,Studying/working late
110118,127148,Rarely,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,Yes,3,Not available locally,Blue Bull,Effectiveness,More natural ingredients,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
110119,127149,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Guarana,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
110120,127150,Daily,Throughout the day,Increased energy and focus,Yes,Negative,Healthy,No,5,Other,Cola-Coka,Availability,Reduced sugar content,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,50-99,Online retailers,Studying/working late
110121,127151,Rarely,To stay awake during work/study,To boost performance,No,Negative,Effective,No,2,Unfamiliar with the brand,Sky 9,Availability,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Studying/working late
110122,127152,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Sugar,Yes,Yes,Outdoor billboards,Other,Yes,Above 150,Supermarkets,Studying/working late
110123,127153,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Not sure,No,2,Not available locally,Sky 9,Effectiveness,More natural ingredients,Vitamins,Yes,No,Online ads,Collectible packaging,Not Sure,Above 150,Online retailers,Sports/exercise
110124,127154,2-3 times a month,Before exercise,To boost performance,No,Negative,Dangerous,No,3,Not available locally,Gangster,Other,Reduced sugar content,Caffeine,No,Not Sure,Print media,Innovative bottle design,Not Sure,50-99,Online retailers,Sports/exercise
110125,127155,Once a week,Before exercise,Other,Yes,Positive,Healthy,Yes,4,Not interested in energy drinks,Blue Bull,Effectiveness,Wider range of flavors,Sugar,Yes,Not Sure,Online ads,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
110126,127156,Daily,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,No,5,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
110127,127157,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Not sure,No,1,Health concerns,Gangster,Brand reputation,More natural ingredients,Sugar,No,Yes,TV commercials,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Other
110128,127158,Daily,Before exercise,To boost performance,Yes,Positive,Not sure,No,1,Not available locally,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,Below 50,Gyms and fitness centers,Studying/working late
110129,127159,Daily,Before exercise,To enhance sports performance,No,Positive,Not sure,No,5,Other,Blue Bull,Other,Healthier alternatives,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Social outings/parties
110130,127160,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,Yes,1,Not available locally,Blue Bull,Brand reputation,Healthier alternatives,Caffeine,No,No,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Online retailers,Sports/exercise
110131,127161,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Effective,Yes,5,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late
110132,127162,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Not sure,Yes,1,Unfamiliar with the brand,Cola-Coka,Brand reputation,More natural ingredients,Guarana,Yes,No,Outdoor billboards,Innovative bottle design,No,Below 50,Other,Sports/exercise
110133,127163,2-3 times a week,For mental alertness,To combat fatigue,No,Positive,Healthy,No,5,Other,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Social outings/parties
110134,127164,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Other,Compact and portable cans,Yes,100-150,Online retailers,Social outings/parties
110135,127165,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,4,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,Yes,50-99,Online retailers,Studying/working late
110136,127166,2-3 times a month,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,No,4,Health concerns,Bepsi,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Sports/exercise
110137,127167,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Effective,No,2,Health concerns,Sky 9,Other,Reduced sugar content,Guarana,No,No,Other,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
110138,127168,Once a week,For mental alertness,Increased energy and focus,No,Negative,Not sure,Yes,2,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,No,No,Online ads,Innovative bottle design,Yes,50-99,Other,Sports/exercise
110139,127169,Once a week,Before exercise,Other,No,Negative,Not sure,No,4,Not interested in energy drinks,Gangster,Other,More natural ingredients,Caffeine,No,Yes,Other,Innovative bottle design,No,Below 50,Online retailers,Studying/working late
110140,127170,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,4,Not available locally,Blue Bull,Brand reputation,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
110141,127171,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,Others,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
110142,127172,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,Blue Bull,Brand reputation,More natural ingredients,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late
110143,127173,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,5,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Social outings/parties
110144,127174,Rarely,Throughout the day,Increased energy and focus,No,Positive,Healthy,Yes,2,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Eco-friendly design,Yes,100-150,Supermarkets,Sports/exercise
110145,127175,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,No,5,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,No,Not Sure,Print media,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
110146,127176,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Effective,Yes,1,Unfamiliar with the brand,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Online retailers,Studying/working late
110147,127177,2-3 times a month,Before exercise,To boost performance,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Other,Social outings/parties
